Suburb,Address,Rooms,Type,Price,SellerG,Date,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
Carnegie,2/300 Koornang Rd,2,u,765K,Woodards,19/11/2016,3163,2,1,1,134,,1965,Glen Eira,-37.8987,145.0557,Southern Metropolitan,7822
Mont Albert,7 Grace St,4,h,2365K,Marshall,29/04/2017,3127,4,2,2,636,,1920,Whitehorse,-37.8127,145.107,Eastern Metropolitan,2079
Preston,34 Grange St,3,h,930K,Barry,3/6/17,3072,3,1,0,357,,,Darebin,-37.7377,144.98781,Northern Metropolitan,14577
Croydon,14 Venetian Ct,3,h,858K,RW,16/09/2017,3136,3,1,2,857,139,1960,,-37.80244,145.29711,Eastern Metropolitan,11925
Epping,6 Shields St,3,h,545K,hockingstuart,22/07/2017,3076,3,1,2,400,,,Whittlesea,-37.62894,145.00977,Northern Metropolitan,10926
Kew,74 Gladstone St,2,h,1331K,Nelson,17/09/2016,3101,2,1,1,424,89,1940,Boroondara,-37.7995,145.0418,Southern Metropolitan,10331
Ivanhoe East,2/3 Rotherwood Rd,2,u,535K,Nelson,3/6/17,3079,2,1,1,0,,,Banyule,-37.77127,145.0499,Eastern Metropolitan,1554
Surrey Hills,39 Bentley St,3,h,1755K,Fletchers,12/11/16,3127,3,2,2,808,159,1970,Whitehorse,-37.832,145.11,Southern Metropolitan,5457
Balwyn North,17 Vicars St,5,h,1951K,Marshall,3/9/17,3104,5,3,3,711,,1960,,-37.79066,145.09004,Southern Metropolitan,7809
Werribee,46 Coventry Dr,4,h,482500,YPA,29/07/2017,3030,4,2,0,533,170,1980,Wyndham,-37.89337,144.64003,Western Metropolitan,16166
Gladstone Park,3 Dava Ct,4,h,670K,Barry,3/9/17,3043,4,2,2,729,,1980,,-37.6927,144.89395,Western Metropolitan,3285
Ivanhoe,4/24 St Elmo Rd,2,t,779K,Miles,17/09/2016,3079,3,1,2,152,,1970,Banyule,-37.7635,145.0464,Eastern Metropolitan,5549
Camberwell,1/806 Burke Rd,2,u,1017K,Jellis,3/12/16,3124,2,1,2,0,,1940,Boroondara,-37.8231,145.0585,Southern Metropolitan,8920
Chelsea,30 Mulkarra Dr,3,h,840K,Ray,3/6/17,3196,3,2,2,534,126,1975,Kingston,-38.04683,145.1261,South-Eastern Metropolitan,3906
Thomastown,84 The Boulevard,3,h,740K,Harcourts,27/05/2017,3074,3,1,2,727,109,1952,Whittlesea,-37.67873,145.01878,Northern Metropolitan,7955
St Kilda,4/91 Wellington St,1,u,475K,Gary,30/07/2016,3182,1,1,1,0,,,Port Phillip,-37.8569,144.9885,Southern Metropolitan,13240
Ivanhoe,2/24 Abbotsford Gr,3,u,1110K,Miles,20/05/2017,3079,3,2,1,366,,,Banyule,-37.7701,145.0385,Eastern Metropolitan,5549
Doncaster East,31 Cavalier St,3,h,1451K,Barry,27/05/2017,3109,3,2,2,695,130.52,1960,Manningham,-37.78541,145.15493,Eastern Metropolitan,10999
Williamstown,26 Collins St,3,h,1270K,Williams,19/11/2016,3016,3,1,2,470,,,Hobsons Bay,-37.8587,144.8871,Western Metropolitan,6380
Heidelberg West,8 Blackwood Pde,2,h,686K,Nelson,8/10/16,3081,2,1,2,650,,,Banyule,-37.7446,145.0404,Eastern Metropolitan,2674
Ormond,2/31 Malane St,2,u,950K,Gary,10/12/16,3204,2,1,1,0,,,Glen Eira,-37.9009,145.037,Southern Metropolitan,3578
Maribyrnong,2/10 Pridham St,3,t,940K,Biggin,12/8/17,3032,3,2,2,366,183.84,2012,Maribyrnong,-37.7816,144.88999,Western Metropolitan,4918
Pascoe Vale,17 Wicklow St,3,h,881K,Brad,15/07/2017,3044,3,1,1,480,,,Moreland,-37.71893,144.94246,Northern Metropolitan,7485
Bentleigh,11 Rogers Rd,3,h,1425K,Buxton,3/12/16,3204,3,2,2,613,143,1960,Glen Eira,-37.9311,145.0428,Southern Metropolitan,6795
Balwyn,87 Yerrin St,3,h,1910K,Jellis,17/09/2016,3103,3,1,2,697,,,Boroondara,-37.8044,145.0853,Southern Metropolitan,5682
Lalor,11 Benaroon Dr,4,h,750K,Ray,1/7/17,3075,4,2,4,544,205,2008,Whittlesea,-37.66747,144.98802,Northern Metropolitan,8279
Mount Waverley,85 Waimarie Dr,4,h,1728K,Jellis,17/06/2017,3149,4,3,2,720,249,1960,Monash,-37.87833,145.13731,Eastern Metropolitan,13366
Elwood,32 Burns St,4,h,1875K,Pride,12/11/16,3184,4,2,0,223,173,1910,Port Phillip,-37.882,144.993,Southern Metropolitan,8989
Highett,34 Tennyson St,3,h,2585K,Buxton,19/08/2017,3190,3,2,1,703,,,,-37.95457,145.05387,Southern Metropolitan,4794
Windsor,11/5 The Avenue,2,u,623K,Beller,22/08/2016,3181,2,1,1,0,,1963,Port Phillip,-37.8572,144.9974,Southern Metropolitan,4380
Glen Waverley,9 McKenna Rd,3,h,1130K,Harcourts,29/07/2017,3150,3,1,1,836,,,Monash,-37.89928,145.1474,Eastern Metropolitan,15321
Hawthorn East,2 Widford St,3,h,1890K,Marshall,13/05/2017,3123,3,2,2,224,,,Boroondara,-37.8368,145.0508,Southern Metropolitan,6482
Elwood,8/203 Brighton Rd,2,u,790K,Marshall,4/6/16,3184,2,1,2,0,85,1940,Port Phillip,-37.8794,144.9938,Southern Metropolitan,8989
Keilor Park,3/550 Fullarton Rd,4,t,600K,Barry,27/11/2016,3042,4,2,1,231,146,2013,Brimbank,-37.7263,144.8584,Western Metropolitan,1119
Balwyn,4/35 Weir St,2,u,650K,Jellis,24/09/2016,3103,2,1,1,0,150,1960,Boroondara,-37.8147,145.084,Southern Metropolitan,5682
Port Melbourne,202/115 Nott St,2,u,720K,Chisholm,22/05/2016,3207,2,2,1,0,,2012,Melbourne,-37.84,144.939,Southern Metropolitan,8648
Balwyn North,25 Rookwood St,2,h,1900K,Noel,8/4/17,3104,2,1,2,667,130,1955,Boroondara,-37.7926,145.0842,Southern Metropolitan,7809
Doncaster,5 Warren St,5,h,1322K,Jellis,24/09/2016,3108,5,1,0,729,,,Manningham,-37.7932,145.1123,Eastern Metropolitan,9028
Mill Park,4 Carlita Cl,4,h,732K,Harcourts,3/6/17,3082,3,2,1,808,184,1980,Whittlesea,-37.67348,145.06982,Northern Metropolitan,10529
Oakleigh South,21 Hardy Ct,3,h,995K,Ray,8/10/16,3167,3,1,1,530,,,Monash,-37.9248,145.1067,South-Eastern Metropolitan,3692
South Melbourne,18 Cobden St,2,h,920500,Greg,3/12/16,3205,2,1,0,114,,,Port Phillip,-37.8344,144.9686,Southern Metropolitan,5943
Newport,45 Milford St,3,t,962K,Village,3/12/16,3015,3,2,2,283,179,2011,Hobsons Bay,-37.8477,144.8753,Western Metropolitan,5498
Reservoir,12 Ida Ct,3,h,539K,Nelson,16/07/2016,3073,3,1,1,474,114,1960,Darebin,-37.7086,144.9919,Northern Metropolitan,21650
Seddon,68 Windsor St,2,h,785K,hockingstuart,20/05/2017,3011,2,1,1,116,,,Maribyrnong,-37.8046,144.891,Western Metropolitan,2417
Heidelberg,22 Almay Gr,3,h,1220K,Miles,6/8/16,3084,3,1,1,858,136,1960,Banyule,-37.7504,145.0643,Eastern Metropolitan,2890
Burwood East,11 Tarwarri Pl,4,h,1580K,Fletchers,17/06/2017,3151,4,2,2,724,,,Whitehorse,-37.85646,145.14311,Eastern Metropolitan,4048
Doncaster,109A Ayr St,4,t,1202K,Barry,17/06/2017,3108,4,3,0,403,,,Manningham,-37.77744,145.10416,Eastern Metropolitan,9028
Newport,56 Hall St,2,h,890K,Sweeney,8/4/17,3015,2,1,0,165,9,,Hobsons Bay,-37.8415,144.884,Western Metropolitan,5498
Sunshine West,104 Hall St,3,h,668K,Barry,12/11/16,3020,3,1,2,697,,1970,Brimbank,-37.7897,144.7964,Western Metropolitan,6763
Doncaster,70 Wetherby Rd,3,h,1410K,Jellis,19/08/2017,3108,3,1,2,723,,,,-37.79309,145.14287,Eastern Metropolitan,9028
Reservoir,20 Rodman St,3,h,737K,Barry,28/05/2016,3073,2,3,6,957,,,Darebin,-37.7012,145.0069,Northern Metropolitan,21650
Coburg,136 Gordon St,3,h,1194500,hockingstuart,30/07/2016,3058,2,1,2,537,,,Moreland,-37.7443,144.9494,Northern Metropolitan,11204
Middle Park,198 Page St,3,h,2350K,Cayzer,3/12/16,3206,3,1,2,277,132,1900,Port Phillip,-37.8516,144.9624,Southern Metropolitan,2019
Watsonia,49 Wattle Dr,3,h,627500,Barry,24/09/2016,3087,3,1,1,319,96,2K,Banyule,-37.7165,145.0759,Northern Metropolitan,2329
West Footscray,45 Hansen St,3,h,967K,Jas,10/12/16,3012,3,1,2,347,113,1925,Maribyrnong,-37.8067,144.8761,Western Metropolitan,5058
Kew East,86 Kilby Rd,3,h,1975K,Marshall,17/06/2017,3102,3,2,4,677,,,Boroondara,-37.7921,145.0507,Southern Metropolitan,2671
Malvern,11/5 Warner St,1,u,456K,Jellis,6/5/17,3144,1,1,1,4721,,,Stonnington,-37.8515,145.0372,Southern Metropolitan,4675
St Kilda,6/4 Gurner St,2,u,455K,Domain,7/11/16,3182,2,1,1,0,,,Port Phillip,-37.8619,144.9802,Southern Metropolitan,13240
Sunshine,10 Yewers St,3,h,692K,FN,29/04/2017,3020,3,1,1,485,,,Brimbank,-37.7868,144.8428,Western Metropolitan,3755
Heidelberg,6 Bolden St,5,h,1401K,Nelson,19/11/2016,3084,5,2,2,580,222,1940,Banyule,-37.7539,145.0577,Eastern Metropolitan,2890
South Melbourne,806/50 Albert Rd,2,u,593K,Dingle,3/9/16,3205,2,2,1,0,83,2012,Port Phillip,-37.8341,144.9713,Southern Metropolitan,5943
Preston,1 George St,3,h,735K,hockingstuart,8/10/16,3072,3,1,2,369,94,1950,Darebin,-37.7359,144.985,Northern Metropolitan,14577
Flemington,12/132 Princes St,2,u,556K,Woodards,16/07/2016,3031,2,2,1,0,79,2009,Moonee Valley,-37.784,144.9356,Northern Metropolitan,3593
Rosanna,4/37 Grandview Gr,3,u,780K,Miles,25/02/2017,3084,3,1,2,239,,,Banyule,-37.7417,145.061,Eastern Metropolitan,3540
Moonee Ponds,90 Clarinda Rd,4,h,1715K,Frank,3/12/16,3039,4,2,3,668,,,Moonee Valley,-37.7633,144.908,Western Metropolitan,6232
Hampton,82 Highett Rd,3,h,1615K,Buxton,6/5/17,3188,3,1,2,681,,,Bayside,-37.9462,145.0193,Southern Metropolitan,5454
Northcote,95 Beavers Rd,2,h,1118K,Nelson,26/08/2017,3070,2,2,1,173,81,1910,,-37.76623,144.99318,Northern Metropolitan,11364
Sunshine West,268 Wright St,4,h,601K,Barry,11/3/17,3020,4,1,4,520,,,Brimbank,-37.7942,144.8112,Western Metropolitan,6763
Brighton East,5 Valdemar Ct,3,h,1743K,Marshall,13/05/2017,3187,3,1,2,590,,,Bayside,-37.9287,145.0273,Southern Metropolitan,6938
Thornbury,11 Martin St,3,h,1272K,Jellis,26/07/2016,3071,3,1,0,297,,1920,Darebin,-37.7609,145.0016,Northern Metropolitan,8870
Pascoe Vale,2/60 Bolingbroke St,2,u,485K,Brad,13/08/2016,3044,2,1,1,139,74,1975,Moreland,-37.7315,144.9301,Northern Metropolitan,7485
Essendon,3/15 Woodvale Cl,2,u,420K,Nelson,15/07/2017,3040,2,1,1,0,,,Moonee Valley,-37.74444,144.92084,Western Metropolitan,9264
Middle Park,287 Richardson St,4,h,3120K,Marshall,19/11/2016,3206,4,2,1,182,100,1900,Port Phillip,-37.8518,144.9663,Southern Metropolitan,2019
Cremorne,311/163 Cremorne St,2,u,570K,Biggin,27/05/2017,3121,2,2,1,0,75,2007,Yarra,-37.83011,144.99044,Northern Metropolitan,1123
Pascoe Vale,5 Sims St,3,h,708K,hockingstuart,13/05/2017,3044,3,1,2,321,94,1950,Moreland,-37.7242,144.9424,Northern Metropolitan,7485
Doncaster,1 Graeme Cl,4,h,2000K,Barry,10/12/16,3108,4,3,2,507,,,Manningham,-37.7738,145.1308,Eastern Metropolitan,9028
Reservoir,32 Moira Av,4,h,785K,Nelson,23/09/2017,3073,4,2,2,534,,,,-37.69583,144.98056,Northern Metropolitan,21650
Bayswater,3 Grieve St,3,h,824K,One,3/9/17,3153,3,1,2,725,112,1980,,-37.85063,145.25802,Eastern Metropolitan,5030
Sunshine North,26 Westmoreland Rd,3,h,871K,Douglas,28/08/2016,3020,3,1,2,694,,,Brimbank,-37.7741,144.8354,Western Metropolitan,4217
Hadfield,14 Sutherland St,3,h,716K,Nelson,27/11/2016,3046,3,1,2,594,,,Moreland,-37.709,144.9483,Northern Metropolitan,2606
St Kilda,3/15 Mitchell St,2,u,570K,Pride,12/11/16,3182,2,1,1,628,,1960,Port Phillip,-37.8681,144.9844,Southern Metropolitan,13240
Murrumbeena,5/13 Toward St,2,t,690K,hockingstuart,4/6/16,3163,2,1,1,129,,,Glen Eira,-37.8927,145.0691,Southern Metropolitan,4442
Glenroy,3/28 Stanley St,3,t,545K,Barry,10/9/16,3046,3,2,1,136,130,2014,Moreland,-37.7112,144.9142,Northern Metropolitan,8870
Murrumbeena,17/190 Murrumbeena Rd,1,u,357K,Gary,24/06/2017,3163,1,1,1,1382,,,Glen Eira,-37.89792,145.06516,Southern Metropolitan,4442
Murrumbeena,2/11 Howe St,2,u,740K,Buxton,6/8/16,3163,2,1,1,161,89,1980,Glen Eira,-37.8955,145.073,Southern Metropolitan,4442
Cheltenham,23 Alden Ct,4,h,1120K,Buxton,17/06/2017,3192,4,2,2,806,,,Kingston,-37.97245,145.07566,Southern Metropolitan,9758
Williamstown,104 Hannan St,4,h,2050K,Sweeney,22/05/2016,3016,4,2,2,648,285,2011,Hobsons Bay,-37.8601,144.8879,Western Metropolitan,6380
Carlton North,235 Amess St,4,h,3450K,Nelson,13/05/2017,3054,4,2,1,515,203,1905,Yarra,-37.7817,144.9742,Northern Metropolitan,3106
Wollert,8 Yumbarra Pde,4,h,595K,Iconek,27/05/2017,3750,4,2,2,448,370,2012,Whittlesea,-37.61337,145.03606,Northern Metropolitan,2940
Caulfield North,127 Normanby Rd,4,h,2625K,Marshall,25/02/2017,3161,4,2,3,836,,1910,Glen Eira,-37.8696,145.0323,Southern Metropolitan,6923
Mernda,9 Powlett St,4,h,596K,Buckingham,17/06/2017,3754,4,2,2,512,,,Whittlesea,-37.61133,145.0945,Northern Metropolitan,5812
Parkville,13/54 The Avenue,3,u,835K,Nelson,6/5/17,3052,3,1,1,0,,1978,Melbourne,-37.7867,144.9572,Northern Metropolitan,2309
South Yarra,507/99 River St,1,u,510K,Beller,4/6/16,3141,1,1,1,0,,2000,Stonnington,-37.8361,144.9966,Southern Metropolitan,14887
Altona,2/10 McAlpine Ct,3,u,670K,Sweeney,17/06/2017,3018,3,2,1,284,88,1988,Hobsons Bay,-37.86066,144.82013,Western Metropolitan,5301
Gardenvale,7/32 Gardenia Rd,2,u,440K,Biggin,18/06/2016,3185,2,1,1,0,75,,Glen Eira,-37.8971,145.0093,Southern Metropolitan,534
Oak Park,4 Ridge Rd,4,h,800K,Stockdale,10/12/16,3046,4,2,1,589,,,Moreland,-37.7151,144.9157,Northern Metropolitan,2651
Coburg,3/30 Shaftsbury St,2,u,451K,RT,24/09/2016,3058,2,1,1,0,72,1970,Moreland,-37.752,144.954,Northern Metropolitan,11204
Oakleigh South,13 Farm Rd,3,h,937500,Ray,12/11/16,3167,3,1,2,530,,,Monash,-37.9245,145.0937,South-Eastern Metropolitan,3692
Essendon,2/161 Ogilvie St,3,h,801500,Barry,18/03/2017,3040,3,1,1,175,,,Moonee Valley,-37.7393,144.894,Western Metropolitan,9264
Clayton,1/76 Scotsburn Av,3,u,810K,Buxton,16/09/2017,3168,3,1,2,340,100,1955,,-37.92559,145.10804,South-Eastern Metropolitan,5837
Preston,26A Young St,3,h,955K,Nelson,3/6/17,3072,3,1,1,263,123,2000,Darebin,-37.74739,145.00934,Northern Metropolitan,14577
Keilor Park,55 Erebus St,3,h,752500,Nelson,27/05/2017,3042,3,2,1,468,144,,Brimbank,-37.72203,144.85994,Western Metropolitan,1119
Surrey Hills,46 Durham Rd,3,h,1715K,Noel,26/08/2017,3127,3,1,2,438,151,1906,,-37.83015,145.09035,Southern Metropolitan,5457
Heidelberg,10 Cleve Gr,3,h,1195K,Miles,24/09/2016,3084,3,1,1,662,159,1950,Banyule,-37.7507,145.062,Eastern Metropolitan,2890
Armadale,8/19 Mercer Rd,2,u,599K,Jellis,3/9/16,3143,2,1,1,0,76,1964,Stonnington,-37.8543,145.0262,Southern Metropolitan,4836
Moorabbin,5 Margaret St,3,h,981K,Buxton,22/05/2016,3189,2,1,2,601,,,Kingston,-37.9361,145.0456,Southern Metropolitan,2555
Hawthorn East,1/21 Auburn Gr,2,u,555K,Marshall,29/04/2017,3123,2,1,2,0,64,1970,Boroondara,-37.8254,145.0474,Southern Metropolitan,6482
Bulleen,33 Walter St,3,h,1360K,Parkes,20/05/2017,3105,3,2,2,746,,,Manningham,-37.7729,145.1022,Eastern Metropolitan,4480
Camberwell,21 Radnor St,4,h,2110K,Fletchers,8/4/17,3124,4,1,3,572,150,1910,Boroondara,-37.8411,145.062,Southern Metropolitan,8920
Fitzroy,9/56 Leicester St,2,t,710K,Jellis,27/06/2016,3065,2,1,1,0,90,2002,Yarra,-37.7953,144.9775,Northern Metropolitan,5825
Surrey Hills,545 Whitehorse Rd,5,h,2450K,Marshall,27/06/2016,3127,5,4,2,1076,,,Boroondara,-37.8141,145.0936,Southern Metropolitan,5457
Glenroy,139 John St,3,h,765500,Barry,18/06/2016,3046,3,2,2,780,180,1970,Moreland,-37.6955,144.9389,Northern Metropolitan,8870
Brighton East,638 Hawthorn Rd,4,h,2000K,Nick,12/8/17,3187,4,2,2,619,,,Bayside,-37.90344,145.01856,Southern Metropolitan,6938
Templestowe Lower,3 Buller Tce,3,h,1211K,Philip,19/11/2016,3107,3,2,2,875,123,1970,Manningham,-37.767,145.1097,Eastern Metropolitan,5420
Brighton East,200 South Rd,4,h,1920K,Nick,11/2/17,3187,4,1,1,1000,203,1960,Bayside,-37.931,145.0163,Southern Metropolitan,6938
Mulgrave,25 Morawa Dr,3,h,862K,Win,22/07/2017,3170,3,2,2,246,3,2002,Monash,-37.92829,145.19647,South-Eastern Metropolitan,7113
Southbank,4/55 Kavanagh St,2,u,590K,Marshall,4/6/16,3006,2,1,1,0,75,,Melbourne,-37.8235,144.9655,Southern Metropolitan,8400
Doncaster,13 Winbrook Ct,5,h,1820K,Buxton,3/9/17,3108,5,3,2,630,,,,-37.78151,145.12515,Eastern Metropolitan,9028
Moorabbin,2 Matilda Rd,3,h,1090500,Woodards,3/6/17,3189,3,2,2,347,,1955,Kingston,-37.94274,145.05783,Southern Metropolitan,2555
Elwood,4/6 Pine Av,2,u,730K,Biggin,22/07/2017,3184,2,2,1,0,,2013,Port Phillip,-37.88678,144.98855,Southern Metropolitan,8989
Balwyn North,2/21 Pavo St,3,u,700K,Marshall,13/05/2017,3104,3,1,1,350,120,1950,Boroondara,-37.7862,145.0739,Southern Metropolitan,7809
Glenroy,2/15 Ogden St,3,t,525K,Jellis,1/7/17,3046,3,1,1,194,133,2011,Moreland,-37.70168,144.94862,Northern Metropolitan,8870
Airport West,72 Clydesdale Rd,3,h,1250K,Barry,3/6/17,3042,3,1,1,773,,,Moonee Valley,-37.72265,144.8793,Western Metropolitan,3464
Ripponlea,4/16 Hotham Gr,2,u,660K,RT,12/11/16,3185,2,1,0,477,,,Port Phillip,-37.8804,144.9969,Southern Metropolitan,821
Altona,1/22 Harrington St,3,u,660K,Barlow,12/8/17,3018,3,1,2,211,,,Hobsons Bay,-37.86473,144.81507,Western Metropolitan,5301
Balaclava,6/18 Orange Gr,1,u,290K,Jellis,3/6/17,3183,1,1,1,880,,,Port Phillip,-37.86752,144.99668,Southern Metropolitan,2952
Altona,59 Bracken Gr,5,h,1525K,Greg,3/12/16,3018,5,3,3,729,268,2005,Hobsons Bay,-37.8721,144.8105,Western Metropolitan,5301
Brunswick,5/6 Pottery Ct,2,u,590K,Woodards,24/09/2016,3056,2,1,1,0,74,2004,Moreland,-37.7703,144.9533,Northern Metropolitan,11918
Port Melbourne,116 Farrell St,2,h,1010K,Woodards,24/09/2016,3207,2,1,1,139,,1960,Port Phillip,-37.8342,144.9393,Southern Metropolitan,8648
Carlton,111/101 Grattan St,2,u,610250,Nelson,7/5/16,3053,2,1,1,0,72,1994,Melbourne,-37.8009,144.9662,Northern Metropolitan,6786
Templestowe,19 Browning Dr,4,h,2000K,Barry,17/06/2017,3106,4,2,2,457,585,,Manningham,-37.76951,145.16182,Eastern Metropolitan,6202
Coburg,35 Belgrave St,3,h,1285K,Nelson,22/07/2017,3058,3,1,2,579,143,1930,Moreland,-37.74482,144.97499,Northern Metropolitan,11204
Brunswick West,6A Duggan St,3,t,670K,Raine,6/5/17,3055,3,1,2,176,,2000,Moreland,-37.7597,144.9404,Northern Metropolitan,7082
West Footscray,16 Dove St,3,h,900K,hockingstuart,20/05/2017,3012,3,1,0,218,,,Maribyrnong,-37.7963,144.8801,Western Metropolitan,5058
Ormond,286 Tucker Rd,4,t,1425K,Buxton,20/05/2017,3204,4,2,2,314,189,2000,Glen Eira,-37.9084,145.0532,Southern Metropolitan,3578
Yarraville,9 Pearce St,3,h,955K,Jellis,16/04/2016,3013,3,1,1,202,,,Maribyrnong,-37.8196,144.8839,Western Metropolitan,6543
Brunswick,270 Albion St,3,h,880K,Nelson,24/09/2016,3056,3,1,1,264,117,1915,Moreland,-37.7603,144.9573,Northern Metropolitan,11918
Malvern East,2/16 Beaver St,3,t,1370K,Abercromby's,22/08/2016,3145,3,2,2,323,204,,Stonnington,-37.8704,145.0411,Southern Metropolitan,8801
Hawthorn,12 Morang Rd,3,h,1980K,Jellis,27/11/2016,3122,3,2,1,151,,,Boroondara,-37.8219,145.0241,Southern Metropolitan,11308
Hampton East,9/12 Bartlett St,2,u,400K,Greg,4/3/17,3188,2,1,1,0,75,1960,Bayside,-37.9367,145.0322,Southern Metropolitan,2356
Bentleigh East,3b Manuka St,3,h,886K,Ray,28/05/2016,3165,3,2,1,185,122,2012,Glen Eira,-37.9159,145.0787,Southern Metropolitan,10969
Preston,65 Albert St,3,h,615K,hockingstuart,8/10/16,3072,3,1,2,493,87,1950,Darebin,-37.7441,145.0221,Northern Metropolitan,14577
Maribyrnong,2/6 Horizon Dr,2,u,585K,Brad,3/6/17,3032,2,2,2,37000,90,2004,Maribyrnong,-37.77518,144.89254,Western Metropolitan,4918
Bentleigh East,12 John St,4,h,1306K,Buxton,30/07/2016,3165,3,2,1,651,,,Glen Eira,-37.919,145.0558,Southern Metropolitan,10969
Melbourne,303/166 Flinders St,1,u,440K,Harcourts,22/08/2016,3000,1,1,1,0,65,1920,Melbourne,-37.8168,144.9691,Northern Metropolitan,17496
Hawthorn East,1 Torring Rd,2,h,1582K,Fletchers,15/10/2016,3123,2,2,2,358,,,Boroondara,-37.8341,145.0528,Southern Metropolitan,6482
St Kilda,27 Bath St,2,h,875K,hockingstuart,18/06/2016,3182,2,1,1,123,68,1900,Port Phillip,-37.8641,144.9866,Southern Metropolitan,13240
Camberwell,2 Oxford St,2,h,892K,hockingstuart,8/10/16,3124,2,1,1,335,,,Boroondara,-37.8452,145.0959,Southern Metropolitan,8920
Heidelberg West,25 Mulberry Pde,3,h,855K,Barry,8/4/17,3081,3,1,2,658,99,1960,Banyule,-37.7445,145.0386,Eastern Metropolitan,2674
Glen Iris,10 Howard St,4,h,3200K,Marshall,9/9/17,3146,4,3,2,858,,1980,,-37.85557,145.06534,Southern Metropolitan,10412
Cheltenham,105 Wilson St,3,h,1116K,Ray,1/7/17,3192,3,1,2,610,,,Kingston,-37.95629,145.06031,Southern Metropolitan,9758
Yarraville,47 Bayview Rd,5,h,1815K,Village,8/10/16,3013,5,2,2,644,172,1890,Maribyrnong,-37.8102,144.8857,Western Metropolitan,6543
Melbourne,402/455 Elizabeth St,2,u,452K,RT,13/05/2017,3000,2,1,0,0,60,2006,Melbourne,-37.8084,144.9602,Northern Metropolitan,17496
Armadale,11/17 Myamyn St,2,u,3625K,Jellis,4/6/16,3143,3,2,2,0,,2006,Stonnington,-37.8555,145.0291,Southern Metropolitan,4836
Templestowe Lower,65 Glenair St,3,h,1101K,Barry,4/6/16,3107,3,2,2,643,135,1965,Manningham,-37.7602,145.1166,Eastern Metropolitan,5420
Heidelberg West,59 Alamein Rd,3,h,532K,Miles,7/11/16,3081,3,1,1,390,86,1955,Banyule,-37.7369,145.0422,Eastern Metropolitan,2674
Oakleigh,7 Hilbert Ct,4,h,1145K,Ray,22/04/2017,3166,4,2,2,538,,,Monash,-37.895,145.1014,Southern Metropolitan,3224
Brighton,33 Brickwood St,3,h,2575K,Marshall,8/4/17,3186,3,2,2,517,195,1920,Bayside,-37.894,144.9977,Southern Metropolitan,10579
Windsor,4 Erica St,2,h,1350K,Kay,27/11/2016,3181,2,1,2,181,,,Stonnington,-37.8549,145.0006,Southern Metropolitan,4380
Mount Waverley,57 Cratloe Rd,3,h,1360K,Barry,17/06/2017,3149,3,2,2,710,,,Monash,-37.8622,145.12563,Eastern Metropolitan,13366
South Yarra,20 Argo St,3,h,1700K,hockingstuart,15/10/2016,3141,3,2,2,141,,1990,Stonnington,-37.844,144.9867,Southern Metropolitan,14887
Essendon,15/18 Raleigh St,2,u,446K,Nelson,16/04/2016,3040,2,1,1,0,,,Moonee Valley,-37.7534,144.9242,Western Metropolitan,9264
Rowville,38 Armstrong Dr,5,h,970K,Harcourts,12/8/17,3178,5,3,2,725,,,Knox,-37.92739,145.25705,South-Eastern Metropolitan,11667
Brighton East,355 Nepean Hwy,3,h,1290K,Greg,10/12/16,3187,3,1,2,661,,1920,Bayside,-37.9045,145.0082,Southern Metropolitan,6938
Camberwell,13 Smith Rd,3,h,2177K,Kay,22/08/2016,3124,3,1,2,635,130,1920,Boroondara,-37.8454,145.0707,Southern Metropolitan,8920
Doncaster,1 Crawford Rd,3,h,900K,Barry,28/08/2016,3108,4,3,2,385,,,Manningham,-37.7774,145.1205,Eastern Metropolitan,9028
Airport West,127A Parer Rd,3,t,856K,Barry,27/05/2017,3042,3,2,1,300,212,2011,Moonee Valley,-37.71917,144.87819,Western Metropolitan,3464
Hadfield,26 South St,3,h,810K,Holland,4/3/17,3046,3,2,2,592,129,1950,Moreland,-37.7149,144.9473,Northern Metropolitan,2606
Balwyn North,1/54 Maud St,3,t,1721K,Fletchers,15/07/2017,3104,3,2,2,301,,1995,Boroondara,-37.79535,145.07131,Southern Metropolitan,7809
St Kilda,71 Carlisle St,3,h,1030K,Jellis,28/05/2016,3182,3,1,1,292,,,Port Phillip,-37.8677,144.984,Southern Metropolitan,13240
Fitzroy,1/59 Leicester St,3,t,1520K,Jellis,12/11/16,3065,3,2,2,0,,,Yarra,-37.7951,144.9776,Northern Metropolitan,5825
Cheltenham,3/33 Sunray Av,2,t,751K,Buxton,29/07/2017,3192,2,1,1,171,,,Kingston,-37.96304,145.06421,Southern Metropolitan,9758
Prahran,4/2 Alfred St,2,u,830K,Williams,7/5/16,3181,2,1,1,727,,,Stonnington,-37.8503,144.9855,Southern Metropolitan,7717
Ardeer,48 McLaughlin St,3,h,645K,Barry,22/07/2017,3022,3,1,1,603,,,Brimbank,-37.78104,144.80357,Western Metropolitan,1281
Black Rock,1/43 Iona St,3,u,1080K,Buxton,27/05/2017,3193,3,2,2,328,144,1980,Bayside,-37.97359,145.0214,Southern Metropolitan,2866
Sandringham,1/10 Reno Rd,4,h,1235K,Hodges,29/07/2017,3191,4,2,2,404,165,1925,Bayside,-37.95882,145.02138,Southern Metropolitan,4497
